geo_code,time,value,type,value_share_calculated
UK,2012,993.0,ANI,0.2918013517484572
UK,2013,980.0,ANI,0.286214953271028
UK,2014,976.0,ANI,0.2890995260663507
UK,2015,999.0,ANI,0.29442970822281167
UK,2016,984.0,ANI,0.2916419679905157
AT,2000,3726.0,TOTAL,1.0
AT,2001,3728.0,TOTAL,1.0
AT,2002,3652.0,TOTAL,1.0
AT,2003,3609.0,TOTAL,1.0
AT,2004,3606.0,TOTAL,1.0
AT,2005,3640.0,TOTAL,1.0
AT,2006,3719.0,TOTAL,1.0
AT,2007,3737.0,TOTAL,1.0
AT,2008,3717.0,TOTAL,1.0
AT,2009,3723.0,TOTAL,1.0
AT,2010,3724.0,TOTAL,1.0
AT,2011,3735.0,TOTAL,1.0
AT,2012,3739.0,TOTAL,1.0
AT,2013,3768.0,TOTAL,1.0
AT,2014,3672.0,TOTAL,1.0
AT,2015,3664.0,TOTAL,1.0
AT,2016,3659.0,TOTAL,1.0
BE,2000,3709.0,TOTAL,1.0
BE,2001,3747.0,TOTAL,1.0
BE,2002,3749.0,TOTAL,1.0
BE,2003,3717.0,TOTAL,1.0
BE,2004,3722.0,TOTAL,1.0
BE,2005,3716.0,TOTAL,1.0
BE,2006,3716.0,TOTAL,1.0
BE,2007,3713.0,TOTAL,1.0
BE,2008,3702.0,TOTAL,1.0
BE,2009,3697.0,TOTAL,1.0
BE,2010,3707.0,TOTAL,1.0
BE,2011,3720.0,TOTAL,1.0
BE,2012,3715.0,TOTAL,1.0
BE,2013,3733.0,TOTAL,1.0
BE,2014,3789.0,TOTAL,1.0
BE,2015,3804.0,TOTAL,1.0
BE,2016,3774.0,TOTAL,1.0
BG,2000,2813.0,TOTAL,1.0
BG,2001,2816.0,TOTAL,1.0
BG,2002,2779.0,TOTAL,1.0
BG,2003,2757.0,TOTAL,1.0
BG,2004,2764.0,TOTAL,1.0
BG,2005,2723.0,TOTAL,1.0
BG,2006,2759.0,TOTAL,1.0
BG,2007,2734.0,TOTAL,1.0
BG,2008,2782.0,TOTAL,1.0
BG,2009,2785.0,TOTAL,1.0
BG,2010,2762.0,TOTAL,1.0
BG,2011,2769.0,TOTAL,1.0
BG,2012,2777.0,TOTAL,1.0
BG,2013,2829.0,TOTAL,1.0
BG,2014,2865.0,TOTAL,1.0
BG,2015,2753.0,TOTAL,1.0
BG,2016,2818.0,TOTAL,1.0
CY,2000,2676.0,TOTAL,1.0
CY,2001,2648.0,TOTAL,1.0
CY,2002,2638.0,TOTAL,1.0
CY,2003,2611.0,TOTAL,1.0
CY,2004,2601.0,TOTAL,1.0
CY,2005,2565.0,TOTAL,1.0
CY,2006,2559.0,TOTAL,1.0
CY,2007,2639.0,TOTAL,1.0
CY,2008,2657.0,TOTAL,1.0
CY,2009,2630.0,TOTAL,1.0
CY,2010,2671.0,TOTAL,1.0
CY,2011,2683.0,TOTAL,1.0
CY,2012,2640.0,TOTAL,1.0
CY,2013,2649.0,TOTAL,1.0
CY,2014,2995.0,TOTAL,1.0
CY,2015,3051.0,TOTAL,1.0
CY,2016,3037.0,TOTAL,1.0
CZ,2000,3079.0,TOTAL,1.0
CZ,2001,3170.0,TOTAL,1.0
CZ,2002,3243.0,TOTAL,1.0
CZ,2003,3319.0,TOTAL,1.0
CZ,2004,3322.0,TOTAL,1.0
CZ,2005,3318.0,TOTAL,1.0
CZ,2006,3279.0,TOTAL,1.0
CZ,2007,3261.0,TOTAL,1.0
CZ,2008,3268.0,TOTAL,1.0
CZ,2009,3276.0,TOTAL,1.0
CZ,2010,3276.0,TOTAL,1.0
CZ,2011,3251.0,TOTAL,1.0
CZ,2012,3243.0,TOTAL,1.0
CZ,2013,3256.0,TOTAL,1.0
CZ,2014,3197.0,TOTAL,1.0
CZ,2015,3122.0,TOTAL,1.0
CZ,2016,3239.0,TOTAL,1.0
DE,2000,3336.0,TOTAL,1.0
DE,2001,3363.0,TOTAL,1.0
DE,2002,3427.0,TOTAL,1.0
